platform_id,video_id,watch_count,total_time_watched,price_per_watch
159,885,1512,39312,0.17
61,1769,477103,9542060,0.32
158,992,1506,51204,0.34
72,1755,491102,5402122,0.33
81,1635,996806,4984030,0.12
160,635,1998,67932,0.26
161,1582,1499,20986,0.38
93,1772,412322,21440744,0.26
152,267,480090,13442520,0.31
77,133,643135,18007780,0.48
115,944,958227,6707589,0.12
158,113,1497,83832,0.46
162,548,1506,61746,0.35
83,25,408544,3676896,0.37
12,489,982209,26519643,0.11
111,253,899255,44962750,0.4
160,126,1999,39980,0.17
90,1751,251622,8051904,0.23
134,743,548987,31292259,0.38
137,1078,558310,31265360,0.3
62,806,98161,2748508,0.25
162,378,1504,22560,0.18
3,596,944181,17939439,0.33
33,146,342054,4788756,0.11
111,1898,305862,8258274,0.44
103,277,508114,16259648,0.4
72,417,592460,10071820,0.49
161,806,1500,42000,0.45
9,34,883364,20317372,0.35
159,194,1510,43790,0.18
121,1629,785387,32986254,0.23
117,1172,693800,8325600,0.11
55,464,779801,7798010,0.29
162,195,1496,31416,0.4
147,191,179221,5197409,0.38
81,32,127018,4064576,0.47
33,96,687078,8244936,0.35
77,1860,575229,9203664,0.25
159,282,1510,89090,0.31
43,1217,95667,2870010,0.26
37,276,774807,15496140,0.32
33,378,519951,7799265,0.42
91,1381,143734,5174424,0.12
2,257,576458,31128732,0.41
149,495,53677,3005912,0.17
79,336,621006,24840240,0.41
142,581,302874,8783346,0.13
69,1241,869590,22609340,0.36
7,699,900826,6305782,0.25
98,1312,554921,7768894,0.17
140,1011,526732,28970260,0.32
162,48,1496,29920,0.38
88,1049,542889,31487562,0.45
158,206,1499,28481,0.33
91,1231,965138,22198174,0.31
106,1756,135622,3526172,0.32
43,1403,850967,27230944,0.37
48,1599,173404,4335100,0.38
162,170,1498,10486,0.25
23,604,470677,23533850,0.17
126,202,58713,1056834,0.36
162,630,1502,30040,0.11
114,207,135551,4473183,0.44
37,1153,577573,16172044,0.41
144,1470,29196,1722564,0.42
162,642,1498,44940,0.27
41,453,709543,21286290,0.43
159,1661,1511,87638,0.32
80,41,602888,13866424,0.19
14,1277,337574,6751480,0.47
155,1584,685276,10964416,0.27
156,534,745426,11926816,0.19
151,395,363885,4002735,0.33
64,384,580938,6971256,0.21
135,1916,136439,1227951,0.26
16,1418,858936,25768080,0.44
32,400,427501,17100040,0.15
142,841,722126,18053150,0.2
161,710,1503,9018,0.17
139,732,65345,1960350,0.43
19,165,986277,56217789,0.2
157,273,22429,605583,0.26
125,643,740561,11108415,0.47
58,1193,279591,15936687,0.46
161,111,1499,85443,0.38
158,933,1503,61623,0.32
161,1671,1496,32912,0.35
159,1995,1517,15170,0.32
37,381,354376,7087520,0.27
77,1574,592193,30201843,0.48
55,1991,809764,24292920,0.26
132,67,764151,32094342,0.12
66,940,285075,15108975,0.22
63,1605,358855,2153130,0.25
45,870,109469,3065132,0.46
75,1076,18061,433464,0.33
47,1123,496976,4472784,0.2
160,553,2000,100000,0.2
118,1818,589137,28278576,0.2
161,826,1500,46500,0.43
57,1590,203279,4065580,0.39
145,1723,540573,15676617,0.46
160,1247,2000,90000,0.21
160,443,1999,83958,0.22
93,1993,654720,16368000,0.4
92,612,689209,19987061,0.17
158,451,1500,28500,0.23
90,1735,850421,22110946,0.48
160,1255,1995,87780,0.46
158,680,1503,48096,0.46
94,1209,568395,7957530,0.35
159,1910,1512,37800,0.45
68,372,376981,4523772,0.41
75,550,313547,2508376,0.23
1,1138,529929,10068651,0.23
158,480,1491,38766,0.41
20,782,191779,1917790,0.27
88,220,222536,3115504,0.25
59,832,855248,17104960,0.45
159,1490,1510,22650,0.19
128,1329,207040,10973120,0.21
77,345,691040,17276000,0.45
90,1801,714751,21442530,0.28
20,49,12642,303408,0.38
1,784,736985,14002715,0.33
109,156,789569,33161898,0.45
125,1750,130138,1691794,0.26
158,65,1500,9000,0.34
159,131,1508,55796,0.29
34,81,521895,16178745,0.49
161,436,1502,70594,0.4
162,101,1494,23904,0.2
161,1773,1501,49533,0.39
81,899,168458,3706076,0.32
125,295,763113,38155650,0.48
96,1213,351354,15810930,0.4
158,1215,1496,52360,0.46
159,1119,1510,60400,0.42
150,1204,579681,26085645,0.15
27,73,923475,51714600,0.13
159,1332,1512,66528,0.45
78,1133,759690,7596900,0.16
50,395,218876,2407636,0.32
155,1943,606670,11526730,0.28
110,184,590221,13575083,0.43
95,457,684756,11640852,0.34
160,69,1999,61969,0.5
162,637,1498,76398,0.3
153,1080,753181,37659050,0.1
162,235,1503,78156,0.16
70,1933,872121,7849089,0.43
111,523,324221,6160199,0.19
101,334,250938,5269698,0.43
7,1954,608623,13389706,0.34
158,692,1504,19552,0.36
93,1549,474601,4746010,0.42
162,1808,1500,76500,0.21
77,1157,692993,10394895,0.31
160,319,2001,10005,0.26
8,119,704040,38722200,0.37
56,242,659499,10551984,0.22
158,849,1500,42000,0.29
144,1637,23304,1025376,0.34
161,532,1501,24016,0.38
162,1742,1497,73353,0.37
158,1561,1498,29960,0.26
159,1724,1508,66352,0.23
107,1119,505063,20202520,0.1
162,935,1499,31479,0.37
125,1364,26025,1145100,0.11
158,1038,1501,36024,0.23
136,101,224867,3597872,0.37
158,482,1503,12024,0.16
87,1183,577199,2885995,0.17
115,811,324121,16854292,0.15
124,1512,296227,3554724,0.29
101,978,373567,10086309,0.1
43,315,794832,3974160,0.2
157,1267,842261,23583308,0.43
160,740,1994,17946,0.2
91,58,45236,769012,0.36
159,261,1512,36288,0.31
31,1169,318970,17862320,0.11
162,1028,1498,13482,0.35
12,1771,831962,38270252,0.37
123,1794,7975,342925,0.25
59,1133,580712,5807120,0.12
46,1041,554453,28277103,0.35
42,1885,373034,8952816,0.49
70,538,162182,9568738,0.26
162,566,1501,21014,0.32
87,281,267629,8564128,0.3
91,1530,892006,31220210,0.17
143,1502,428317,14562778,0.28
162,1876,1498,35952,0.26
160,661,2001,26013,0.17
96,687,481774,8190158,0.34
106,1575,522616,5748776,0.25
159,92,1513,28747,0.29
158,1179,1496,56848,0.32
99,979,372012,21204684,0.34
130,1728,644273,35435015,0.43
161,258,1502,31542,0.19
106,1067,782762,7044858,0.41
28,1537,198018,6336576,0.45
89,754,939767,45108816,0.3
21,1271,604912,15727712,0.14
92,1818,793649,38095152,0.28
158,1992,1494,14940,0.11
41,103,102034,3979326,0.41
28,975,943669,9436690,0.17
142,1587,442122,14147904,0.32
59,116,853708,21342700,0.11
84,423,724280,7967080,0.4
123,1931,621253,9318795,0.22
26,90,206527,4543594,0.26
162,280,1500,31500,0.23
144,1723,295731,8576199,0.32
161,1966,1504,45120,0.44
19,454,982427,35367372,0.25
1,967,386985,6578745,0.13
42,950,865827,19048194,0.35
128,847,893525,41995675,0.5
9,1213,385831,17362395,0.33
162,1528,1505,10535,0.21
161,1479,1501,30020,0.37
117,616,515121,11847783,0.42
13,267,90900,2545200,0.21
159,106,1510,51340,0.27
23,807,486953,12660778,0.19
32,1797,967726,27096328,0.17
64,636,672704,6054336,0.24
162,28,1497,68862,0.14
158,1054,1492,74600,0.41
49,1524,112303,3144484,0.13
161,1276,1499,89940,0.19
20,324,535674,12856176,0.49
30,938,118335,6626760,0.22
148,1999,786936,9443232,0.45
158,1510,1497,85329,0.45
65,732,594380,17831400,0.41
102,82,119620,1555060,0.11
46,768,488575,26383050,0.11
130,381,247009,4940180,0.23
162,1082,1505,10535,0.17
20,351,36492,1240728,0.27
150,186,288652,7504952,0.26
159,1717,1508,55796,0.34
143,389,93039,2698131,0.29
54,1937,407477,12631787,0.35
40,1828,921138,16580484,0.46
161,1506,1497,11976,0.25
161,1729,1500,81000,0.32
161,865,1498,70406,0.18
22,1367,145717,4954378,0.25
45,193,36768,551520,0.18
50,1764,644389,9665835,0.12
72,947,278165,8066785,0.47
53,1810,658450,38190100,0.15
159,1377,1513,43877,0.18
24,935,751807,15787947,0.39
160,901,1998,53946,0.35
133,368,540309,21072051,0.35
158,789,1496,71808,0.23
162,441,1509,7545,0.37
34,1343,765096,20657592,0.44
131,1259,570469,25100636,0.36
4,1469,960236,11522832,0.39
153,1180,747530,32891320,0.48
67,672,903794,25306232,0.35
146,1634,923257,7386056,0.25
113,1205,50657,1671681,0.31
99,929,977021,14655315,0.25
4,461,816651,38382597,0.19
124,706,792375,36449250,0.25
12,1954,609850,13416700,0.29
158,879,1498,67410,0.17
159,562,1511,51374,0.2
118,1926,916626,50414430,0.17
157,1984,853441,46085814,0.4
110,222,889423,24014421,0.39
73,1376,324212,14913752,0.32
81,1121,48910,733650,0.2
39,68,477304,15751032,0.22
37,686,95907,1534512,0.47
126,1363,38208,267456,0.41
162,1558,1503,15030,0.37
145,469,956695,24874070,0.18
158,189,1498,23968,0.26
162,987,1497,52395,0.42
75,457,765226,13008842,0.12
140,1174,583698,23931618,0.32
66,1486,740440,14068360,0.48
124,64,974497,27285916,0.42
55,176,791624,19790600,0.28
119,884,931134,47487834,0.32
56,1981,151395,1362555,0.25
36,1040,777922,19448050,0.36
115,287,506990,4055920,0.23
86,1452,176799,5657568,0.33
152,1872,492330,27570480,0.21
61,1627,513231,16423392,0.39
162,437,1500,76500,0.27
162,1066,1499,17988,0.25
129,548,379327,15552407,0.1
67,310,339120,17295120,0.18
162,1551,1503,15030,0.26
158,747,1498,14980,0.37
113,234,122500,3430000,0.23
160,1595,2003,38057,0.44
108,1322,123068,3692040,0.39
74,453,542982,16289460,0.34
162,1975,1498,11984,0.37
43,1170,919680,26670720,0.16
160,1131,2000,24000,0.21
80,1602,544612,21239868,0.48
159,101,1513,24208,0.42
55,1266,612590,4288130,0.2
160,621,1999,45977,0.24
160,173,2002,110110,0.31
155,682,870339,20017797,0.28
162,584,1500,9000,0.2
162,542,1499,58461,0.37
110,406,159067,9384953,0.34
101,1053,990599,33680366,0.41
117,1749,361703,7234060,0.25
151,32,854780,27352960,0.36
24,1817,279515,16770900,0.4
8,1527,298919,4782704,0.29
73,454,154404,5558544,0.2
160,306,2003,36054,0.4
94,1828,434554,7821972,0.43
162,1753,1501,48032,0.37
55,1439,415340,16613600,0.37
158,227,1502,43558,0.41
82,886,888480,22212000,0.14
32,1353,877218,13158270,0.11
1,4,34901,1710149,0.41
162,1059,1500,37500,0.42
160,750,1997,47928,0.27
99,1113,206528,2271808,0.43
129,294,122835,5896080,0.12
160,158,2002,20020,0.32
131,1446,615256,15381400,0.23
119,1585,434716,18692788,0.27
121,264,744636,44678160,0.48
133,144,850725,48491325,0.27
159,1612,1511,42308,0.22
11,421,442281,21671769,0.19
121,1502,235449,8005266,0.21
80,776,241124,8439340,0.25
158,83,1498,31458,0.2
124,1020,445891,13376730,0.15
158,1855,1498,43442,0.37
160,1905,2005,18045,0.23
27,376,222154,1555078,0.22
158,1241,1502,39052,0.26
161,888,1501,34523,0.44
117,1793,154034,4004884,0.38
33,486,268702,8867166,0.37
161,911,1505,22575,0.39
85,457,243488,4139296,0.31
55,1139,639149,25565960,0.32
52,598,76965,3309495,0.32
154,1921,407178,10993806,0.29
38,893,768312,35342352,0.33
158,1481,1506,7530,0.44
24,1697,407072,11398016,0.19
160,1428,1997,57913,0.26
49,521,250109,11254905,0.18
41,523,735279,13970301,0.41
85,1987,645024,25800960,0.18
158,1413,1495,14950,0.4
37,1617,386347,8885981,0.32
82,310,983417,50154267,0.12
123,1731,623716,21206344,0.11
18,640,744080,43900720,0.45
13,1275,779497,15589940,0.34
162,234,1501,42028,0.2
70,276,87679,1753580,0.3
162,1642,1505,70735,0.48
65,1114,366964,4403568,0.17
159,440,1511,36264,0.31
55,855,307031,3684372,0.34
80,642,888002,26640060,0.2
92,928,919818,46910718,0.46
53,226,137417,4534761,0.33
112,1632,378602,11736662,0.48
114,1367,79646,2707964,0.29
113,1637,395975,17422900,0.31
159,1656,1507,58773,0.21
117,93,465826,13974780,0.18
122,628,767920,45307280,0.48
145,769,904907,4524535,0.31
162,1898,1502,40554,0.4
159,1802,1507,75350,0.15
33,754,56359,2705232,0.18
161,1227,1498,29960,0.24
150,1460,639527,16627702,0.21
87,1560,853858,9392438,0.13
159,1068,1510,43790,0.47
99,840,532463,9051871,0.29
48,939,368535,9950445,0.19
152,1973,291601,6998424,0.14
160,1564,2002,18018,0.13
4,1107,453266,2266330,0.3
160,486,2001,66033,0.1
95,1749,470264,9405280,0.12
158,1047,1502,51068,0.31
152,813,839923,27717459,0.41
24,1591,197923,10687842,0.28
162,467,1504,78208,0.21
159,324,1508,36192,0.14
161,340,1507,43703,0.15
34,80,498081,15938592,0.2
160,1222,1994,23928,0.23
96,1113,705583,7761413,0.34
159,1020,1512,45360,0.29
162,1321,1499,40473,0.45
131,846,458757,5505084,0.27
148,1345,491082,2455410,0.47
77,1804,496176,11908224,0.41
158,1549,1501,15010,0.33
158,244,1501,66044,0.27
130,557,857841,28308753,0.38
110,109,429513,12885390,0.31
159,739,1508,30160,0.5
130,596,29310,556890,0.32
162,1703,1498,71904,0.36
108,368,137066,5345574,0.22
7,223,975768,39030720,0.12
159,1945,1505,79765,0.49
47,376,622817,4359719,0.28
106,1059,907027,22675675,0.45
162,1792,1502,34546,0.5
134,588,862713,37959372,0.1
90,133,160951,4506628,0.16
160,1661,1999,115942,0.43
79,1962,592044,27234024,0.22
159,304,1509,67905,0.15
101,17,448900,5386800,0.13
34,653,103307,1962833,0.33
158,424,1500,64500,0.25
59,1705,875726,26271780,0.14
15,1055,250200,12510000,0.17
100,201,958904,28767120,0.47
162,465,1499,32978,0.23
158,825,1501,79553,0.19
149,1863,697577,18834579,0.49
162,1337,1503,40581,0.34
161,682,1498,34454,0.23
18,1824,206458,8671236,0.38
158,735,1502,69092,0.27
160,762,2002,60060,0.49
22,3,746145,41037975,0.45
158,232,1496,35904,0.28
83,613,279733,3077063,0.23
161,747,1499,14990,0.34
122,67,131802,5535684,0.47
25,98,480940,12504440,0.38
49,1475,865633,20775192,0.24
122,955,586694,8800410,0.11
162,725,1504,31584,0.41
138,1211,162571,2113423,0.17
76,645,703976,39422656,0.47
74,784,452374,8595106,0.12
105,968,593864,35631840,0.14
139,731,87387,2534223,0.2
162,936,1496,31416,0.1
7,845,299022,15549144,0.21
58,1061,943443,39624606,0.1
103,1493,464573,23693223,0.44
77,758,434845,4348450,0.33
112,506,104982,2099640,0.18
54,750,590838,14180112,0.24
161,1173,1500,43500,0.13
21,1193,280458,15986106,0.4
49,55,67198,3023910,0.2
50,76,892381,13385715,0.41
158,149,1499,8994,0.41
154,699,33317,233219,0.36
158,626,1497,77844,0.23
6,1110,124171,4842669,0.28
162,1084,1501,42028,0.17
64,991,517149,14997321,0.15
161,1889,1506,25602,0.46
161,1258,1503,12024,0.5
161,18,1496,25432,0.3
127,876,341550,8538750,0.37
160,518,1998,39960,0.27
161,1624,1503,28557,0.43
120,753,345869,10721939,0.44
160,437,1999,101949,0.31
160,1303,2004,86172,0.44
63,1200,468764,3750112,0.33
59,1837,348847,18488891,0.28
121,465,350517,7711374,0.14
160,1563,2002,36036,0.14
150,376,923537,6464759,0.18
160,200,2000,58000,0.39
161,1172,1504,18048,0.44
161,1457,1502,72096,0.45
159,1245,1504,18048,0.46
139,941,127783,766698,0.21
70,256,744559,11168385,0.3
162,398,1500,18000,0.47
28,4,450829,22090621,0.3
158,967,1498,25466,0.21
160,309,2001,120060,0.49
36,179,223137,8032932,0.37
158,1507,1497,49401,0.34
92,206,876858,16660302,0.39
50,108,949545,55073610,0.14
67,52,943771,55682489,0.2
55,357,291696,7584096,0.38
161,1923,1504,45120,0.39
23,1057,597911,12556131,0.27
64,1216,312109,8114834,0.3
32,1895,758769,37179681,0.27
80,331,374079,4114869,0.37
81,477,945113,34969181,0.3
126,371,298970,2092790,0.38
105,356,926379,54656361,0.38
16,1373,750086,25502924,0.22
105,726,268115,12601405,0.15
15,614,908745,18174900,0.26
161,1277,1502,30040,0.24
94,433,695445,41726700,0.39
115,618,425976,23854656,0.39
13,1230,115969,1623566,0.32
40,1137,649351,16883126,0.32
162,410,1497,67365,0.25
12,1837,48638,2577814,0.45
48,1326,139043,3615118,0.37
136,421,853535,41823215,0.49
138,420,179602,1616418,0.45
87,1589,993836,20870556,0.19
36,1089,591425,18925600,0.36
32,1077,408307,6532912,0.48
35,688,386032,15055248,0.28
58,122,232359,3717744,0.23
161,1704,1505,57190,0.15
159,1517,1507,51238,0.14
154,1593,359320,3233880,0.3
52,1645,762036,10668504,0.25
159,1927,1504,52640,0.2
78,1221,46983,1691388,0.37
109,868,269619,6470856,0.18
28,1181,663546,15925104,0.18
77,910,187073,4863898,0.17
158,1203,1504,12032,0.42
160,451,2002,38038,0.26
134,115,72055,3818915,0.25
20,172,453896,12255192,0.38
158,991,1508,43732,0.38
150,1178,581607,14540175,0.18
126,1017,446198,10708752,0.47
156,243,412043,2060215,0.5
160,1147,1998,19980,0.34
160,541,2000,52000,0.48
115,597,489785,5877420,0.48
160,1209,1996,27944,0.26
6,1696,318963,4146519,0.29
27,1584,106757,1708112,0.5
67,895,462919,20831355,0.31
117,389,349783,10143707,0.39
142,1161,359967,18718284,0.18
162,632,1503,66132,0.14
70,1809,446336,20085120,0.14
159,105,1503,81162,0.27
80,1954,689244,15163368,0.19
27,1943,821446,15607474,0.47
162,1961,1499,32978,0.47
130,1369,146019,1752228,0.49
98,172,622187,16799049,0.19
120,279,798435,23953050,0.16
78,539,496403,13402881,0.28
43,1878,998357,24958925,0.39
73,251,232239,7663887,0.11
25,1572,647169,16826394,0.11
98,1972,906575,15411775,0.14
75,137,132405,3972150,0.26
118,1594,921245,15661165,0.37
52,1815,227141,2952833,0.45
118,250,391406,7828120,0.14
97,1897,794731,3973655,0.5
52,481,773274,13918932,0.17
56,783,663592,28534456,0.37
162,690,1501,9006,0.35
7,251,708221,23371293,0.39
145,885,746699,19414174,0.16
2,1144,171085,1539765,0.2
77,941,365379,2192274,0.17
116,1823,419384,11323368,0.23
101,678,641127,16028175,0.36
158,1484,1495,89700,0.35
159,562,1509,51306,0.44
33,617,340082,15983854,0.33
119,1113,745209,8197299,0.47
161,416,1495,35880,0.31
162,421,1501,73549,0.33
162,810,1493,41804,0.35
132,1431,875108,7000864,0.32
159,1917,1513,39338,0.48
49,479,172971,8994492,0.34
107,656,469635,24421020,0.35
72,318,420812,22303036,0.44
160,918,1996,9980,0.22
147,707,610824,10994832,0.22
159,1546,1511,16621,0.35
132,1677,789314,40255014,0.44
162,1763,1497,44910,0.29
96,1046,838073,36037139,0.3
36,206,147308,2798852,0.44
12,1055,166421,8321050,0.31
82,1290,381192,4574304,0.17
109,199,761961,34288245,0.15
78,534,65248,1043968,0.45
16,576,737919,30992598,0.18
80,589,498734,14463286,0.15
160,1211,1999,25987,0.4
26,1,815769,13052304,0.18
68,99,902442,10829304,0.42
23,609,708311,28332440,0.24
139,1786,598425,31716525,0.11
35,1852,98828,1778904,0.13
121,832,824708,16494160,0.29
148,1896,802498,17654956,0.44
160,203,2005,44110,0.34
151,1579,39401,394010,0.28
61,377,38968,389680,0.12
122,1535,720407,30977501,0.28
162,305,1499,41972,0.41
93,1019,902822,11736686,0.18
9,92,460858,8756302,0.32
158,307,1495,16445,0.23
8,1576,116935,5612880,0.33
18,321,595791,30385341,0.43
158,904,1500,84000,0.32
161,86,1499,50966,0.3
95,1146,880855,13212825,0.17
111,222,478179,12910833,0.14
7,1159,686326,27453040,0.17
158,376,1501,10507,0.41
155,471,676530,18266310,0.48
158,59,1501,22515,0.36
160,733,1999,67966,0.42
31,977,193353,5607237,0.42
161,1341,1496,47872,0.2
155,1163,593467,14243208,0.31
82,1951,837741,24294489,0.24
53,359,259577,8046887,0.46
43,1047,544701,18519834,0.25
76,323,229919,1609433,0.19
65,1805,550170,11553570,0.29
6,990,477710,3343970,0.35
108,1103,990050,43562200,0.21
87,33,819170,4915020,0.22
8,1917,38940,1012440,0.43
33,718,496947,29816820,0.45
11,1472,380713,10659964,0.34
89,670,471087,15545871,0.31
159,1072,1510,30200,0.47
23,944,903862,6327034,0.1
160,1285,2005,42105,0.22
160,981,2003,20030,0.27
160,360,1997,17973,0.44
160,1034,2000,96000,0.13
74,288,907486,24502122,0.14
159,1532,1508,72384,0.24
135,1718,988621,51408292,0.23
75,1417,298728,5675832,0.25
160,1478,2002,94094,0.41
162,723,1496,26928,0.11
158,1456,1500,61500,0.43
161,346,1501,25517,0.15
47,1314,427423,15814651,0.22
42,1262,486431,7296465,0.29
99,32,279370,8939840,0.5
138,203,233425,5135350,0.5
104,1607,848415,35633430,0.42
160,1473,2000,108000,0.27
149,1855,105187,3050423,0.46
158,201,1495,44850,0.45
162,621,1501,34523,0.27
19,1071,883084,25609436,0.13
160,1817,2002,120120,0.21
70,652,505746,27816030,0.39
145,786,51189,2252316,0.37
46,66,915798,24726546,0.12
70,51,667440,24695280,0.32
151,338,84138,1935174,0.29
77,861,516513,18077955,0.48
159,1179,1514,57532,0.31
128,224,15099,407673,0.34
78,675,876133,34169187,0.27
158,797,1502,45060,0.49
158,820,1502,10514,0.46
159,1964,1511,21154,0.21
83,1546,309110,3400210,0.38
58,1324,554159,16624770,0.13
29,518,573901,11478020,0.28
160,997,1998,55944,0.17
160,440,2001,48024,0.26
126,1236,448603,3588824,0.13
159,900,1511,37775,0.1
12,1993,973271,24331775,0.22
2,1737,4899,220455,0.48
101,1279,981841,28473389,0.15
17,1774,120496,5181328,0.48
158,886,1495,37375,0.29
143,1621,262565,8402080,0.41
106,40,519604,14548912,0.13
85,132,281644,4224660,0.15
158,1735,1498,38948,0.21
162,353,1497,58383,0.45
161,4,1498,73402,0.26
161,1285,1499,31479,0.44
49,1742,484650,23747850,0.12
41,1882,880680,18494280,0.11
161,1686,1496,79288,0.34
124,1982,543763,5437630,0.47
106,1765,245074,7352220,0.19
81,969,566565,10198170,0.3
138,1634,804412,6435296,0.25
159,1966,1508,45240,0.27
161,1557,1497,14970,0.46
33,1019,879703,11436139,0.42
101,1028,295626,2660634,0.28
38,1636,767463,40675539,0.34
1,1492,236874,12554322,0.29
62,82,446080,5799040,0.49
103,1960,930631,42809026,0.47
35,1403,215018,6880576,0.25
43,1145,408524,23694392,0.17
119,1228,158030,3792720,0.49
158,217,1501,15010,0.24
134,1502,464392,15789328,0.31
80,653,310187,5893553,0.29
160,1419,1999,17991,0.15
160,473,1998,83916,0.16
99,11,351172,14749224,0.36
154,280,785899,16503879,0.44
68,1739,984215,6889505,0.17
160,570,2002,12012,0.31
154,1410,414538,12436140,0.35
161,666,1502,85614,0.27
158,786,1496,65824,0.11
120,926,849413,45868302,0.11
72,864,562606,19128604,0.12
3,171,940397,8463573,0.33
160,1494,1997,93859,0.28
98,1442,981861,24546525,0.11
65,1564,476862,4291758,0.25
160,417,1994,33898,0.37
159,283,1515,13635,0.43
160,1772,1997,103844,0.3
159,1875,1511,60440,0.11
161,88,1496,38896,0.12
58,1496,433364,26001840,0.35
57,683,10125,91125,0.15
134,1763,233353,7000590,0.37
158,776,1496,52360,0.37
158,67,1499,62958,0.4
162,184,1500,34500,0.17
158,491,1499,17988,0.11
23,435,136506,2730120,0.19
155,828,76618,1685596,0.22
34,1642,411863,19357561,0.42
35,575,166994,9685652,0.13
37,5,115302,3228456,0.37
160,311,2002,36036,0.37
42,84,911611,20967053,0.34
162,1773,1499,49467,0.21
57,1269,846284,5923988,0.36
47,1303,35425,1523275,0.34
52,180,190213,4755325,0.32
160,545,1998,59940,0.49
158,248,1500,12000,0.28
141,1400,928577,43643119,0.49
51,584,66285,397710,0.37
35,1853,31866,1019712,0.42
159,1242,1511,22665,0.27
159,1152,1506,72288,0.47
162,1006,1496,58344,0.42
160,262,2003,72108,0.43
160,1873,2001,84042,0.4
160,1960,2001,92046,0.39
99,875,726390,21065310,0.13
70,1093,526250,15261250,0.22
50,21,578713,16203964,0.2
90,1159,241911,9676440,0.11
162,217,1499,14990,0.11
127,259,749216,21727264,0.15
162,103,1501,58539,0.39
72,1734,488458,4396122,0.31
51,1016,750765,34535190,0.48
117,161,73294,3737994,0.34
159,468,1513,90780,0.11
162,274,1506,79818,0.46
33,388,930192,25115184,0.27
128,1102,617137,3702822,0.48
146,1093,814150,23610350,0.23
2,1514,697399,8368788,0.21
112,1227,22271,445420,0.38
161,120,1502,19526,0.46
158,435,1494,29880,0.49
162,890,1502,79606,0.13
31,1635,38986,194930,0.47
158,697,1501,33022,0.19
78,1878,880485,22012125,0.19
159,925,1509,82995,0.26
160,1510,1996,113772,0.26
103,927,519431,10908051,0.42
162,1191,1501,19513,0.32
126,857,955634,19112680,0.46
104,1270,872998,6110986,0.16
62,307,875795,9633745,0.3
73,661,439869,5718297,0.23
63,1695,324576,9088128,0.18
80,1011,336368,18500240,0.34
158,158,1503,15030,0.23
6,44,362037,8326851,0.27
160,985,1999,61969,0.31
56,1032,345061,17253050,0.15
55,896,721075,40380200,0.16
161,290,1499,32978,0.36
160,1929,2007,28098,0.19
161,1064,1501,40527,0.3
158,32,1501,48032,0.33
85,40,776789,21750092,0.29
161,1407,1500,63000,0.29
108,1616,201385,4833240,0.25
105,1772,349394,18168488,0.3
159,325,1510,78520,0.4
128,83,916036,19236756,0.46
160,1164,2001,72036,0.26
63,1213,100159,4507155,0.49
132,997,620595,17376660,0.19
62,1480,30088,1143344,0.36
88,182,217595,5439875,0.26
34,350,88823,710584,0.31
158,1121,1500,22500,0.28
149,1388,328794,9535026,0.25
160,1094,2000,28000,0.24
133,1717,469687,17378419,0.47
128,1850,526836,4214688,0.18
65,309,26638,1598280,0.39
98,442,720667,18016675,0.17
160,395,1998,21978,0.14
117,1728,116818,6424990,0.27
161,42,1502,61582,0.2
158,227,1501,43529,0.22
161,1464,1505,7525,0.46
162,1504,1499,44970,0.33
159,998,1515,49995,0.11
119,683,133669,1203021,0.42
33,587,473873,16585555,0.34
78,1683,371645,2601515,0.44
156,674,204237,4901688,0.26
149,1969,797450,13556650,0.49
161,609,1502,60080,0.11
32,381,364029,7280580,0.16
95,1955,115338,4728858,0.36
74,379,951473,35204501,0.12
160,268,1999,71964,0.21
13,1440,572256,24607008,0.23
61,172,750920,20274840,0.2
84,639,698484,21653004,0.26
5,1247,114000,5130000,0.45
161,1295,1498,25466,0.16
149,1678,64114,3782726,0.3
159,368,1508,58812,0.45
160,1509,1999,47976,0.46
106,1495,582689,21559493,0.32
107,1649,67364,2492468,0.38
35,1059,14841,371025,0.21
30,1783,282400,9601600,0.46
116,1225,778178,38130722,0.48
39,485,10056,351960,0.34
158,1922,1499,53964,0.24
161,1251,1497,80838,0.38
160,1303,1997,85871,0.24
39,1606,180266,2523724,0.21
71,1389,290440,8713200,0.43
103,1362,6962,34810,0.45
40,7,13886,361036,0.32
17,1160,2772,77616,0.36
30,58,908144,15438448,0.16
116,499,7809,226461,0.49
162,1361,1500,52500,0.12
125,268,634428,22839408,0.24
126,1902,973830,52586820,0.37
22,1899,836435,49349665,0.16
41,543,95988,3263592,0.2
88,1842,977052,55691964,0.23
162,741,1500,30000,0.16
104,246,668517,14038857,0.13
5,1488,655559,24255683,0.21
75,679,951627,48532977,0.49
14,415,309185,17932730,0.22
162,1863,1503,40581,0.39
161,758,1507,15070,0.48
31,1999,622056,7464672,0.45
76,51,378255,13995435,0.2
111,1829,82029,2050725,0.3
159,1762,1507,73843,0.18
159,57,1512,27216,0.12
76,1351,943625,19816125,0.46
162,1711,1501,10507,0.19
119,694,112863,3498753,0.32
3,1419,925388,8328492,0.37
160,262,2000,72000,0.18
66,459,993206,11918472,0.27
25,995,337850,3716350,0.46
161,1995,1507,15070,0.43
81,867,183440,2751600,0.15
13,1743,69678,2090340,0.36
161,1806,1497,83832,0.25
55,260,73992,2145768,0.38
118,1220,431162,10779050,0.35
162,991,1499,43471,0.43
134,610,991532,5949192,0.41
89,1219,112121,2915146,0.25
74,1332,556806,24499464,0.36
